species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,basisOfRecord,datasetName,institutionCode
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,16,22.48654,114.040805,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,3,17,22.589636,114.196247,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,22,22.488294,114.037298,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,3,20,22.45333,113.997099,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.489432,114.034566,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2026,3,23,22.468155,114.005106,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glareola maldivarum,Glareola,Glareolidae,Charadriiformes,2026,3,16,22.50886,114.065484,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Falco tinnunculus,Falco,Falconidae,Falconiformes,2026,3,20,22.506476,114.110407,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,3,23,22.494153,114.046203,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,3,22,22.532515,114.179747,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,22,22.508461,114.114824,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,16,22.490017,114.033734,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,3,22,22.489432,114.034566,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hypsipetes leucocephalus,Hypsipetes,Pycnonotidae,Passeriformes,2026,3,17,22.578077,114.200325,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,3,20,22.508206,114.11329,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus richardi,Anthus,Motacillidae,Passeriformes,2026,3,20,22.506001,114.112539,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,3,16,22.490344,114.033252,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,3,13,22.496905,114.037672,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,3,22,22.46054,114.045003,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,3,16,22.49567,114.048586,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glareola maldivarum,Glareola,Glareolidae,Charadriiformes,2026,3,13,22.487797,114.040945,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus cervinus,Anthus,Motacillidae,Passeriformes,2026,3,27,22.508598,114.111827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,3,22,22.493696,114.044334,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Streptopelia decaocto,Streptopelia,Columbidae,Columbiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres grandis,Acridotheres,Sturnidae,Passeriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Parus cinereus,Parus,Paridae,Passeriformes,2026,3,22,22.511543,113.907623,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,3,21,22.5056,114.110313,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Limosa limosa,Limosa,Scolopacidae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallicrex cinerea,Gallicrex,Rallidae,Gruiformes,2026,3,23,22.509906,114.115703,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glaucidium cuculoides,Glaucidium,Strigidae,Strigiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,3,22,22.505168,114.110738,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2026,3,22,22.506644,114.111219,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis fulva,Pluvialis,Charadriidae,Charadriiformes,2026,3,22,22.512525,113.950338,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,3,21,22.507288,114.111668,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,3,16,22.488956,114.035178,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,3,21,22.46827,114.016866,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,21,22.50565,114.111037,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,3,20,22.594523,113.859631,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2026,3,29,22.480335,114.010372,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia flaviventris,Prinia,Cisticolidae,Passeriformes,2026,3,23,22.49542,114.053872,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,3,22,22.495322,114.04909,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Turdus mandarinus,Turdus,Turdidae,Passeriformes,2026,3,26,22.544999,114.077466,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,3,12,22.472345,114.00705,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,27,22.50944,114.113966,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2026,3,13,22.495853,114.047392,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2026,3,26,22.544999,114.077466,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2026,3,29,22.530974,114.121205,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,23,22.453125,114.153596,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,28,22.462242,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,22,22.485233,114.035732,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2026,3,17,22.578058,114.200308,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Turdus mandarinus,Turdus,Turdidae,Passeriformes,2026,3,19,22.483449,114.109868,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Buteo japonicus,Buteo,Accipitridae,Accipitriformes,2026,3,23,22.468155,114.005106,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinago gallinago,Gallinago,Scolopacidae,Charadriiformes,2026,3,22,22.507519,114.112399,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Parus cinereus,Parus,Paridae,Passeriformes,2026,3,19,22.521228,113.993768,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,3,17,22.588715,114.196693,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gelochelidon nilotica,Gelochelidon,Laridae,Charadriiformes,2026,3,22,22.489432,114.034566,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ceryle rudis,Ceryle,Alcedinidae,Coraciiformes,2026,3,21,22.585932,114.169437,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus fuscatus,Phylloscopus,Phylloscopidae,Passeriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,3,21,22.487217,114.039397,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinago gallinago,Gallinago,Scolopacidae,Charadriiformes,2026,3,20,22.508254,114.113193,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,20,22.458343,113.99405,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.489432,114.034566,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,3,20,22.509597,114.112767,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2026,3,22,22.510059,114.114828,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,3,22,22.49534,114.029885,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,3,16,22.48726,114.041907,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon pileata,Halcyon,Alcedinidae,Coraciiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Circus spilonotus,Circus,Accipitridae,Accipitriformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,20,22.509319,114.114405,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cacomantis merulinus,Cacomantis,Cuculidae,Cuculiformes,2026,3,20,22.594044,113.858,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2026,3,29,22.55345,114.072592,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2026,3,21,22.507386,114.1112,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Streptopelia orientalis,Streptopelia,Columbidae,Columbiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,3,27,22.460972,114.17167,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2026,3,22,22.565812,114.120392,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Parus cinereus,Parus,Paridae,Passeriformes,2026,3,16,22.488276,114.041909,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2026,3,17,22.589302,114.197155,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,3,20,22.472323,114.007279,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,3,21,22.505215,114.110388,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis squatarola,Pluvialis,Charadriidae,Charadriiformes,2026,3,23,22.48795,114.036728,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,3,13,22.492118,114.043896,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,14,22.492002,114.044479,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris ferruginea,Calidris,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,23,22.488737,114.033778,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,3,20,22.467829,113.996292,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,22,22.508567,114.112608,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Centropus sinensis,Centropus,Cuculidae,Cuculiformes,2026,3,22,22.505307,114.110593,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pomatorhinus ruficollis,Pomatorhinus,Timaliidae,Passeriformes,2026,3,27,22.524331,114.208308,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2026,3,22,22.494479,114.046652,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis fulva,Pluvialis,Charadriidae,Charadriiformes,2026,3,13,22.4903,114.032786,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius arquata,Numenius,Scolopacidae,Charadriiformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,3,14,22.490602,114.043533,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,3,27,22.508814,114.112395,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Rostratula benghalensis,Rostratula,Rostratulidae,Charadriiformes,2026,3,20,22.508344,114.113305,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,3,28,22.460641,114.0042,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca falcata,Mareca,Anatidae,Anseriformes,2026,3,21,22.502053,114.197931,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,3,28,22.469715,114.00866,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2026,3,20,22.510916,114.113441,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.493696,114.044334,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2026,3,29,22.467262,114.015996,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis squatarola,Pluvialis,Charadriidae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,3,14,22.488129,114.041901,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
