species,year,month,day,decimalLatitude,decimalLongitude,locality,quality_grade,source,photo_url
Falco subbuteo,2025,10,24,22.5953347645,113.8590149199,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://static.inaturalist.org/photos/127170560/medium.jpg
Tachyspiza virgata,2025,10,24,22.595431211,113.8590714322,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/66481205/medium.jpg
Hirundapus caudacutus,2025,10,25,22.5953460349,113.8590759629,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/383962539/medium.jpg
Falco amurensis,2025,10,28,22.5952613637,113.8592894113,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://static.inaturalist.org/photos/264267666/medium.jpg
Delichon dasypus,2025,10,28,22.595389719,113.859079315,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/138121896/medium.jpg
Geokichla sibirica,2025,10,28,22.5961003296,113.8582793459,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/138499082/medium.jpg
Geokichla citrina,2025,10,28,22.5961161284,113.8582747895,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/84320863/medium.jpeg
Circus melanoleucos,2025,10,31,22.7863728906,113.9591785482,"华侨城光明欢乐田园, 深圳市, 广东省, CN",research,iNaturalist,https://static.inaturalist.org/photos/139157619/medium.jpeg
Emberiza aureola,2025,10,31,22.7843366573,113.958254709,"华侨城光明欢乐田园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Calidris alpina,2025,10,28,22.5109228267,114.1148819402,香港上水粉嶺高爾夫球場直升機坪,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/65881975/medium.jpg
Pandion haliaetus,2025,11,30,22.4727687104,114.1810625914,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/6903515/medium.jpg
Circus spilonotus,0,11,0,22.650328805,113.7710367087,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/127663648/medium.jpg
Emberiza melanocephala,0,11,0,22.4765869024,114.0439801512,,research,iNaturalist,https://static.inaturalist.org/photos/65056959/medium.jpg
Platalea minor,2025,11,29,22.5965111277,114.0640946518,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/365947667/medium.jpg
Lonchura punctulata,0,11,0,22.8069777309,113.950670901,中国广东省深圳市光明区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Saxicola stejnegeri,2025,11,0,22.7726204949,113.9617718813,"Guochang Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Milvus migrans,2025,11,28,22.4728362456,114.2329608276,"Tai Po, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Egretta garzetta,0,11,0,22.573433413,114.1676222493,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Emberiza schoeniclus,0,11,0,22.5115362964,114.1145906006,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/6119774/medium.jpg
Ardea intermedia,0,11,0,22.498766,114.0458275,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/451958732/medium.jpg
Tachyspiza virgata,2025,11,23,22.5117454679,114.0427087247,中国深圳市福田区红树林生态公园 CN 广东省 深圳市 福田区 新洲路与福荣路交叉口旁 邮政编码: 518042,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/66481205/medium.jpg
Lonchura punctulata,2025,11,23,22.5060900206,114.1109488159,"North, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Aythya fuligula,2023,11,25,22.4674462797,114.0096427873,"Yuen Long, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/90504242/medium.jpg
Tringa glareola,2025,11,8,22.505878227,114.1105723563,"Yin Kong Rd, Kwu Tung, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Gracupica nigricollis,2025,11,11,22.5684616667,114.0881805,"Banyin Avenue, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Pycnonotus jocosus,2025,11,28,22.5660213012,114.0939315883,"Nigang West Road No.1068 (Nigang Subway Station A Kou Pedestrian 190 Meters), Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Aquila heliaca,0,11,0,22.5118696407,114.1755641781,,research,iNaturalist,https://static.inaturalist.org/photos/107905028/medium.jpg
Urocissa erythroryncha,0,11,0,22.5285528573,113.9838874549,中国广东省深圳市南山区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/64874232/medium.jpg
Tachybaptus ruficollis,0,11,0,22.528153391,113.9849848215,中国广东省深圳市南山区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Saxicola stejnegeri,2025,11,23,22.52010365,114.20914965,"南涌, 船灣, 新界, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Saxicola stejnegeri,0,11,0,22.5103060169,114.11524969,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Himantopus himantopus,0,11,0,22.505215,114.1103876,"Long Valley Nature Park, Yin Kong Tsuen, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Gallinula chloropus,0,11,0,22.505215,114.1103876,"Long Valley Nature Park, Yin Kong Tsuen, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Anthus hodgsoni,2025,11,23,22.510029252,114.1132853553,"North, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/131708891/medium.jpg
Tringa ochropus,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/262067607/medium.jpg
Phalacrocorax carbo,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/141367445/medium.jpg
Thinornis dubius,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Tringa glareola,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Ardea alba,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Ardeola bacchus,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Ardea alba,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Egretta garzetta,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Motacilla alba,0,11,0,22.6850490704,113.9202868395,深圳石岩湿地公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Pycnonotus sinensis,2025,11,25,22.4641833333,113.982055,"Lau Fau Shan, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Pycnonotus jocosus,2025,11,25,22.4640916667,113.981645,"Lau Fau Shan, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Prinia inornata,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Recurvirostra avosetta,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Saxicola stejnegeri,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Ardea coromanda,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/77613552/medium.jpg
Anas crecca,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Tringa glareola,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Lonchura punctulata,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Emberiza rutila,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/188415160/medium.jpeg
Lonchura punctulata,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Himantopus himantopus,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Ardeola bacchus,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Himantopus himantopus,0,11,0,22.469918164,114.0093825531,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Buteo japonicus,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://static.inaturalist.org/photos/259923988/medium.jpeg
Melopsittacus undulatus,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/250803004/medium.jpg
Falco tinnunculus,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/598044895/medium.jpg
Himantopus himantopus,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Lonchura punctulata,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Amaurornis phoenicurus,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/348262284/medium.jpg
Halcyon smyrnensis,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Egretta garzetta,0,11,0,22.636828,113.814606,中国广东省深圳市宝安区深圳宝安国际机场,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Alcedo atthis,2025,11,15,22.7755150134,113.964301385,中国518107,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Cacomantis merulinus,2025,11,12,22.7790771203,113.964889124,中国518107,research,iNaturalist,https://static.inaturalist.org/photos/509093541/medium.jpg
Platalea minor,0,11,0,22.5449344087,114.0609360412,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/365947667/medium.jpg
Otus sunia,2025,11,1,22.5931874555,113.8629353419,"Shenzhen, CN-GD, CN",research,iNaturalist,https://static.inaturalist.org/photos/6617563/medium.jpg
Rallus indicus,2025,11,23,22.5092728836,114.0400667489,中国 广东省深圳市福田区 新洲,research,iNaturalist,https://static.inaturalist.org/photos/237848461/medium.jpg
Anthus cervinus,0,11,0,22.5026571217,114.0707809183,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/96825051/medium.jpg
Phoenicurus auroreus,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/116146365/medium.jpg
Anthus hodgsoni,2025,11,24,22.508795273,114.1129769012,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/131708891/medium.jpg
Vanellus vanellus,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/96099602/medium.jpg
Spatula clypeata,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/336986640/medium.jpg
Motacilla tschutschensis,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Halcyon smyrnensis,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Emberiza aureola,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Emberiza fucata,2025,11,24,22.508795273,114.1129769012,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/202658206/medium.jpg
Gallinago gallinago,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323397/medium.jpg
Anas crecca,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Gallinula chloropus,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Anas crecca,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Recurvirostra avosetta,2025,11,24,22.508795273,114.1129769012,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Lonchura punctulata,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Acridotheres cristatellus,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Rostratula benghalensis,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/7698682/medium.jpg
Alcedo atthis,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Thinornis dubius,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Saxicola stejnegeri,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Psittacula eupatria,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61055458/medium.jpeg
Lanius schach,2025,11,24,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Emberiza pusilla,2025,11,10,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/1939351/medium.jpg
Recurvirostra avosetta,2025,11,10,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Rallus indicus,2025,11,10,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://static.inaturalist.org/photos/237848461/medium.jpg
Spatula clypeata,2025,11,10,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/336986640/medium.jpg
Hirundo rustica,2025,11,10,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/122469139/medium.jpg
Motacilla alba,2025,11,10,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Recurvirostra avosetta,2025,11,3,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Emberiza aureola,2025,11,3,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Saxicola stejnegeri,2025,11,3,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Emberiza melanocephala,2025,11,3,22.5000000665,114.116666615,Long Valley,research,iNaturalist,https://static.inaturalist.org/photos/65056959/medium.jpg
